one,two,three,four,five,six,seven,author,title
奔,流,到,海,不,復,回,李白,鼓吹曲辭 將進酒
朝,如,青,絲,暮,成,雪,李白,鼓吹曲辭 將進酒
人,生,得,意,須,盡,歡,李白,鼓吹曲辭 將進酒
莫,使,金,尊,空,對,月,李白,鼓吹曲辭 將進酒
天,生,我,材,必,有,用,李白,鼓吹曲辭 將進酒
千,金,散,盡,還,復,來,李白,鼓吹曲辭 將進酒
烹,羊,宰,牛,且,爲,樂,李白,鼓吹曲辭 將進酒
會,須,一,飲,三,百,杯,李白,鼓吹曲辭 將進酒
請,君,爲,我,側,耳,聽,李白,鼓吹曲辭 將進酒
鐘,鼓,饌,玉,不,足,貴,李白,鼓吹曲辭 將進酒
但,願,長,醉,不,復,醒,李白,鼓吹曲辭 將進酒
古,來,聖,賢,皆,寂,寞,李白,鼓吹曲辭 將進酒
惟,有,飲,者,留,其,名,李白,鼓吹曲辭 將進酒
陳,王,昔,時,宴,平,樂,李白,鼓吹曲辭 將進酒
斗,酒,十,千,恣,歡,謔,李白,鼓吹曲辭 將進酒
主,人,何,爲,言,少,錢,李白,鼓吹曲辭 將進酒
徑,須,酤,取,對,君,酌,李白,鼓吹曲辭 將進酒
呼,兒,將,出,換,美,酒,李白,鼓吹曲辭 將進酒
與,爾,同,銷,萬,古,愁,李白,鼓吹曲辭 將進酒
秦,時,明,月,漢,時,關,王昌齡,橫吹曲辭 出塞 一
萬,里,長,征,人,未,還,王昌齡,橫吹曲辭 出塞 一
但,使,龍,城,飛,將,在,王昌齡,橫吹曲辭 出塞 一
不,教,胡,馬,度,陰,山,王昌齡,橫吹曲辭 出塞 一
黃,砂,直,上,白,雲,間,王之渙,橫吹曲辭 出塞
一,片,孤,城,萬,仞,山,王之渙,橫吹曲辭 出塞
羌,笛,何,須,怨,楊,柳,王之渙,橫吹曲辭 出塞
春,風,不,度,玉,門,關,王之渙,橫吹曲辭 出塞
錦,瑟,無,端,五,十,絃,李商隱,錦瑟
一,絃,一,柱,思,華,年,李商隱,錦瑟
莊,生,曉,夢,迷,蝴,蝶,李商隱,錦瑟
望,帝,春,心,託,杜,鵑,李商隱,錦瑟
滄,海,月,明,珠,有,淚,李商隱,錦瑟
藍,田,日,暖,玉,生,煙,李商隱,錦瑟
此,情,可,待,成,追,憶,李商隱,錦瑟
只,是,當,時,已,惘,然,李商隱,錦瑟
君,問,歸,期,未,有,期,李商隱,夜雨寄北
巴,山,夜,雨,漲,秋,池,李商隱,夜雨寄北
何,當,共,剪,西,窗,燭,李商隱,夜雨寄北
却,話,巴,山,夜,雨,時,李商隱,夜雨寄北
元,和,天,子,神,武,姿,李商隱,韓碑
彼,何,人,哉,軒,與,羲,李商隱,韓碑
誓,將,上,雪,列,聖,恥,李商隱,韓碑
坐,法,宮,中,朝,四,夷,李商隱,韓碑
淮,西,有,賊,五,十,載,李商隱,韓碑
封,狼,生,貙,貙,生,羆,李商隱,韓碑
不,據,山,河,據,平,地,李商隱,韓碑
長,戈,利,矛,日,可,麾,李商隱,韓碑
帝,得,聖,相,相,曰,度,李商隱,韓碑
賊,斫,不,死,神,扶,持,李商隱,韓碑
腰,懸,相,印,作,都,統,李商隱,韓碑
陰,風,慘,澹,天,王,旗,李商隱,韓碑
愬,武,古,通,作,牙,爪,李商隱,韓碑
儀,曹,外,郎,載,筆,隨,李商隱,韓碑
行,軍,司,馬,智,且,勇,李商隱,韓碑
十,四,萬,衆,猶,虎,貔,李商隱,韓碑
入,蔡,縛,賊,獻,太,廟,李商隱,韓碑
功,無,與,讓,恩,不,訾,李商隱,韓碑
帝,曰,汝,度,功,第,一,李商隱,韓碑
汝,從,事,愈,宜,爲,辭,李商隱,韓碑
愈,拜,稽,首,蹈,且,舞,李商隱,韓碑
金,石,刻,畫,臣,能,爲,李商隱,韓碑
古,者,世,稱,大,手,筆,李商隱,韓碑
此,事,不,繫,于,職,司,李商隱,韓碑
當,仁,自,古,有,不,讓,李商隱,韓碑
言,訖,屢,頷,天,子,頤,李商隱,韓碑
公,退,齋,戒,坐,小,閣,李商隱,韓碑
濡,染,大,筆,何,淋,漓,李商隱,韓碑
點,竄,堯,典,舜,典,字,李商隱,韓碑
塗,改,清,廟,生,民,詩,李商隱,韓碑
文,成,破,體,書,在,紙,李商隱,韓碑
清,晨,再,拜,鋪,丹,墀,李商隱,韓碑
表,曰,臣,愈,昧,死,上,李商隱,韓碑
詠,神,聖,功,書,之,碑,李商隱,韓碑
碑,高,三,丈,字,如,斗,李商隱,韓碑
負,以,靈,鼇,蟠,以,螭,李商隱,韓碑
句,奇,語,重,喻,者,少,李商隱,韓碑
讒,之,天,子,言,其,私,李商隱,韓碑
長,繩,百,尺,拽,碑,倒,李商隱,韓碑
麤,砂,大,石,相,磨,治,李商隱,韓碑
公,之,斯,文,若,元,氣,李商隱,韓碑
先,時,已,入,人,肝,脾,李商隱,韓碑
湯,盤,孔,鼎,有,述,作,李商隱,韓碑
今,無,其,器,存,其,辭,李商隱,韓碑
嗚,呼,聖,皇,及,聖,相,李商隱,韓碑
相,與,烜,赫,流,淳,熙,李商隱,韓碑
公,之,斯,文,不,示,後,李商隱,韓碑
曷,與,三,五,相,攀,追,李商隱,韓碑
願,書,萬,本,誦,萬,過,李商隱,韓碑
口,角,流,沫,右,手,胝,李商隱,韓碑
傳,之,七,十,有,二,代,李商隱,韓碑
嵩,雲,秦,樹,久,離,居,李商隱,寄令狐郎中
雙,鯉,迢,迢,一,紙,書,李商隱,寄令狐郎中
休,問,梁,園,舊,賓,客,李商隱,寄令狐郎中
茂,陵,秋,雨,病,相,如,李商隱,寄令狐郎中
紫,泉,宮,殿,鎖,煙,霞,李商隱,隋宮
欲,取,蕪,城,作,帝,家,李商隱,隋宮
玉,璽,不,緣,歸,日,角,李商隱,隋宮
錦,帆,應,是,到,天,涯,李商隱,隋宮
于,今,腐,草,無,螢,火,李商隱,隋宮
終,古,垂,楊,有,暮,鴉,李商隱,隋宮
地,下,若,逢,陳,後,主,李商隱,隋宮
豈,宜,重,問,後,庭,花,李商隱,隋宮
猿,鳥,猶,疑,畏,簡,書,李商隱,籌筆驛
風,雲,常,爲,護,儲,胥,李商隱,籌筆驛
徒,令,上,將,揮,神,筆,李商隱,籌筆驛
終,見,降,王,走,傳,車,李商隱,籌筆驛
管,樂,有,才,終,不,忝,李商隱,籌筆驛
關,張,無,命,欲,何,如,李商隱,籌筆驛
他,年,錦,里,經,祠,廟,李商隱,籌筆驛
梁,父,吟,成,恨,有,餘,李商隱,籌筆驛
昨,夜,星,辰,昨,夜,風,李商隱,無題二首 一
畫,樓,西,畔,桂,堂,東,李商隱,無題二首 一
身,無,綵,鳳,雙,飛,翼,李商隱,無題二首 一
心,有,靈,犀,一,點,通,李商隱,無題二首 一
隔,座,送,鉤,春,酒,暖,李商隱,無題二首 一
分,曹,射,覆,蠟,燈,紅,李商隱,無題二首 一
嗟,余,聽,鼓,應,官,去,李商隱,無題二首 一
走,馬,蘭,臺,類,斷,蓬,李商隱,無題二首 一
來,是,空,言,去,絕,踪,李商隱,無題四首 一
月,斜,樓,上,五,更,鐘,李商隱,無題四首 一
夢,爲,遠,別,啼,難,喚,李商隱,無題四首 一
書,被,催,成,墨,未,濃,李商隱,無題四首 一
蠟,照,半,籠,金,翡,翠,李商隱,無題四首 一
麝,熏,微,度,繡,芙,蓉,李商隱,無題四首 一
劉,郎,已,恨,蓬,山,遠,李商隱,無題四首 一
更,隔,蓬,山,一,萬,重,李商隱,無題四首 一
颯,颯,東,風,細,雨,來,李商隱,無題四首 二
芙,蓉,塘,外,有,輕,雷,李商隱,無題四首 二
金,蟾,齧,鏁,燒,香,入,李商隱,無題四首 二
玉,虎,牽,絲,汲,井,迴,李商隱,無題四首 二
賈,氏,窺,簾,韓,掾,少,李商隱,無題四首 二
宓,妃,留,枕,魏,王,才,李商隱,無題四首 二
春,心,莫,共,花,爭,發,李商隱,無題四首 二
一,寸,相,思,一,寸,灰,李商隱,無題四首 二
乘,興,南,遊,不,戒,嚴,李商隱,隋宮
九,重,誰,省,諫,書,函,李商隱,隋宮
春,風,舉,國,裁,宮,錦,李商隱,隋宮
半,作,障,泥,半,作,帆,李商隱,隋宮
爲,有,雲,屏,無,限,嬌,李商隱,爲有
鳳,城,寒,盡,怕,春,宵,李商隱,爲有
無,端,嫁,得,金,龜,壻,李商隱,爲有
辜,負,香,衾,事,早,朝,李商隱,爲有
相,見,時,難,別,亦,難,李商隱,無題
東,風,無,力,百,花,殘,李商隱,無題
春,蠶,到,死,絲,方,盡,李商隱,無題
蠟,炬,成,灰,淚,始,乾,李商隱,無題
曉,鏡,但,愁,雲,鬢,改,李商隱,無題
夜,吟,應,覺,月,光,寒,李商隱,無題
蓬,山,此,去,無,多,路,李商隱,無題
青,鳥,殷,勤,爲,探,看,李商隱,無題
瑤,池,阿,母,綺,窗,開,李商隱,瑤池
黃,竹,歌,聲,動,地,哀,李商隱,瑤池
八,駿,日,行,三,萬,里,李商隱,瑤池
穆,王,何,事,不,重,來,李商隱,瑤池
悵,臥,新,春,白,袷,衣,李商隱,春雨
白,門,寥,落,意,多,違,李商隱,春雨
紅,樓,隔,雨,相,望,冷,李商隱,春雨
珠,箔,飄,燈,獨,自,歸,李商隱,春雨
遠,路,應,悲,春,晼,晚,李商隱,春雨
殘,宵,猶,得,夢,依,稀,李商隱,春雨
玉,璫,緘,札,何,由,達,李商隱,春雨
萬,里,雲,羅,一,雁,飛,李商隱,春雨
雲,母,屏,風,燭,影,深,李商隱,常娥
長,河,漸,落,曉,星,沈,李商隱,常娥
常,娥,應,悔,偷,靈,藥,李商隱,常娥
碧,海,青,天,夜,夜,心,李商隱,常娥
鳳,尾,香,羅,薄,幾,重,李商隱,無題二首 一
碧,文,圓,頂,夜,深,縫,李商隱,無題二首 一
扇,裁,月,魄,羞,難,掩,李商隱,無題二首 一
車,走,雷,聲,語,未,通,李商隱,無題二首 一
曾,是,寂,寥,金,燼,暗,李商隱,無題二首 一
斷,無,消,息,石,榴,紅,李商隱,無題二首 一
重,帷,深,下,莫,愁,堂,李商隱,無題二首 二
臥,後,清,宵,細,細,長,李商隱,無題二首 二
神,女,生,涯,原,是,夢,李商隱,無題二首 二
小,姑,居,處,本,無,郎,李商隱,無題二首 二
風,波,不,信,菱,枝,弱,李商隱,無題二首 二
月,露,誰,教,桂,葉,香,李商隱,無題二首 二
直,道,相,思,了,無,益,李商隱,無題二首 二
未,妨,惆,悵,是,清,狂,李商隱,無題二首 二
宣,室,求,賢,訪,逐,臣,李商隱,賈生
賈,生,才,調,更,無,倫,李商隱,賈生
可,憐,夜,半,虛,前,席,李商隱,賈生
不,問,蒼,生,問,鬼,神,李商隱,賈生
折,戟,沈,沙,鐵,未,銷,李商隱,赤壁
自,將,磨,洗,認,前,朝,李商隱,赤壁
東,風,不,與,周,郎,便,李商隱,赤壁
銅,雀,春,深,鎖,二,喬,李商隱,赤壁
誰,謂,傷,心,畫,不,成,韋莊,金陵圖
畫,人,心,逐,世,人,情,韋莊,金陵圖
君,看,六,幅,南,朝,事,韋莊,金陵圖
老,木,寒,雲,滿,故,城,韋莊,金陵圖
江,雨,霏,霏,江,草,齊,韋莊,臺城
六,朝,如,夢,鳥,空,啼,韋莊,臺城
無,情,最,是,臺,城,柳,韋莊,臺城
依,舊,煙,籠,十,里,堤,韋莊,臺城
十,二,樓,中,盡,曉,妝,薛逢,宮詞
望,仙,樓,上,望,君,王,薛逢,宮詞
鎖,銜,金,獸,連,環,冷,薛逢,宮詞
水,滴,銅,龍,晝,漏,長,薛逢,宮詞
雲,髻,罷,梳,還,對,鏡,薛逢,宮詞
羅,衣,欲,換,更,添,香,薛逢,宮詞
遙,窺,正,殿,簾,開,處,薛逢,宮詞
袍,袴,宮,人,掃,御,牀,薛逢,宮詞
雲,雨,雖,亡,日,月,新,鄭畋,馬嵬坡
終,是,聖,明,天,子,事,鄭畋,馬嵬坡
景,陽,宮,井,又,何,人,鄭畋,馬嵬坡
謝,公,最,小,偏,憐,女,元稹,遣悲懷三首 一
嫁,與,黔,婁,百,事,乖,元稹,遣悲懷三首 一
顧,我,無,衣,搜,畫,篋,元稹,遣悲懷三首 一
泥,他,沽,酒,拔,金,釵,元稹,遣悲懷三首 一
野,蔬,充,膳,甘,長,藿,元稹,遣悲懷三首 一
落,葉,添,薪,仰,古,槐,元稹,遣悲懷三首 一
今,日,俸,錢,過,十,萬,元稹,遣悲懷三首 一
與,君,營,奠,復,營,齋,元稹,遣悲懷三首 一
昔,日,戲,言,身,後,意,元稹,遣悲懷三首 二
今,朝,皆,到,眼,前,來,元稹,遣悲懷三首 二
衣,裳,已,施,行,看,盡,元稹,遣悲懷三首 二
針,線,猶,存,未,忍,開,元稹,遣悲懷三首 二
尚,想,舊,情,憐,婢,僕,元稹,遣悲懷三首 二
也,曾,因,夢,送,錢,財,元稹,遣悲懷三首 二
誠,知,此,恨,人,人,有,元稹,遣悲懷三首 二
貧,賤,夫,妻,百,事,哀,元稹,遣悲懷三首 二
閑,坐,悲,君,亦,自,悲,元稹,遣悲懷三首 三
百,年,都,是,幾,多,時,元稹,遣悲懷三首 三
鄧,攸,無,子,尋,知,命,元稹,遣悲懷三首 三
潘,岳,悼,亡,猶,費,詞,元稹,遣悲懷三首 三
同,穴,窅,冥,何,所,望,元稹,遣悲懷三首 三
他,生,緣,會,更,難,期,元稹,遣悲懷三首 三
唯,將,終,夜,長,開,眼,元稹,遣悲懷三首 三
報,荅,平,生,未,展,眉,元稹,遣悲懷三首 三
近,寒,食,雨,草,萋,萋,無名氏,雜詩 十三
著,麥,苗,風,柳,映,堤,無名氏,雜詩 十三
早,是,有,家,歸,未,得,無名氏,雜詩 十三
杜,鵑,休,向,耳,邊,啼,無名氏,雜詩 十三
盧,家,少,婦,鬱,金,堂,沈佺期,古意呈補闕喬知之
海,燕,雙,棲,玳,瑁,梁,沈佺期,古意呈補闕喬知之
九,月,寒,砧,催,木,葉,沈佺期,古意呈補闕喬知之
十,年,征,戍,憶,遼,陽,沈佺期,古意呈補闕喬知之
白,狼,河,北,音,書,斷,沈佺期,古意呈補闕喬知之
丹,鳳,城,南,秋,夜,長,沈佺期,古意呈補闕喬知之
誰,謂,含,愁,獨,不,見,沈佺期,古意呈補闕喬知之
更,教,明,月,照,流,黃,沈佺期,古意呈補闕喬知之
隱,隱,飛,橋,隔,野,煙,張旭,桃花谿
石,磯,西,畔,問,漁,船,張旭,桃花谿
桃,花,盡,日,隨,流,水,張旭,桃花谿
洞,在,清,谿,何,處,邊,張旭,桃花谿
少,年,十,五,二,十,時,王維,老將行
步,行,奪,得,胡,馬,射,王維,老將行
射,殺,中,山,白,額,虎,王維,老將行
肯,數,鄴,下,黃,鬚,兒,王維,老將行
一,身,轉,戰,三,千,里,王維,老將行
一,劒,曾,當,百,萬,師,王維,老將行
漢,兵,奮,迅,如,霹,靂,王維,老將行
虜,騎,崩,騰,畏,蒺,藜,王維,老將行
衞,青,不,敗,由,天,幸,王維,老將行
李,廣,無,功,緣,數,奇,王維,老將行
自,從,棄,置,便,衰,朽,王維,老將行
世,事,磋,跎,成,白,首,王維,老將行
昔,時,飛,箭,無,全,目,王維,老將行
今,日,垂,楊,生,左,肘,王維,老將行
路,傍,時,賣,故,侯,瓜,王維,老將行
門,前,學,種,先,生,柳,王維,老將行
蒼,茫,古,木,連,窮,巷,王維,老將行
寥,落,寒,山,對,虛,牖,王維,老將行
誓,令,疏,勒,出,飛,泉,王維,老將行
不,似,潁,川,空,使,酒,王維,老將行
賀,蘭,山,下,陣,如,雲,王維,老將行
羽,檄,交,馳,日,夕,聞,王維,老將行
節,使,三,河,募,年,少,王維,老將行
詔,書,五,道,出,將,軍,王維,老將行
試,拂,鐵,衣,如,雪,色,王維,老將行
聊,持,寶,劒,動,星,文,王維,老將行
願,得,燕,弓,射,天,將,王維,老將行
恥,令,越,甲,鳴,吳,軍,王維,老將行
莫,嫌,舊,日,雲,中,守,王維,老將行
猶,堪,一,戰,取,功,勳,王維,老將行
漁,舟,逐,水,愛,山,春,王維,桃源行
兩,岸,桃,花,夾,去,津,王維,桃源行
坐,看,紅,樹,不,知,遠,王維,桃源行
行,盡,青,溪,不,見,人,王維,桃源行
山,口,潛,行,始,隈,隩,王維,桃源行
山,開,曠,望,旋,平,陸,王維,桃源行
遙,看,一,處,攢,雲,樹,王維,桃源行
近,入,千,家,散,花,竹,王維,桃源行
樵,客,初,傳,漢,姓,名,王維,桃源行
居,人,未,改,秦,衣,服,王維,桃源行
居,人,共,住,武,陵,源,王維,桃源行
還,從,物,外,起,田,園,王維,桃源行
月,明,松,下,房,櫳,靜,王維,桃源行
日,出,雲,中,雞,犬,喧,王維,桃源行
驚,聞,俗,客,爭,來,集,王維,桃源行
競,引,還,家,問,都,邑,王維,桃源行
平,明,閭,巷,埽,花,開,王維,桃源行
薄,暮,漁,樵,乘,水,入,王維,桃源行
初,因,避,地,去,人,間,王維,桃源行
及,至,成,仙,遂,不,還,王維,桃源行
峽,裏,誰,知,有,人,事,王維,桃源行
世,中,遙,望,空,雲,山,王維,桃源行
不,疑,靈,境,難,聞,見,王維,桃源行
塵,心,未,盡,思,鄉,縣,王維,桃源行
出,洞,無,論,隔,山,水,王維,桃源行
辭,家,終,擬,長,游,衍,王維,桃源行
自,謂,經,過,舊,不,迷,王維,桃源行
安,知,峰,壑,今,來,變,王維,桃源行
當,時,只,記,入,山,深,王維,桃源行
青,溪,幾,曲,到,雲,林,王維,桃源行
春,來,遍,是,桃,花,水,王維,桃源行
不,辨,仙,源,何,處,尋,王維,桃源行
洛,陽,女,兒,對,門,居,王維,洛陽女兒行
纔,可,容,顏,十,五,餘,王維,洛陽女兒行
良,人,玉,勒,乘,驄,馬,王維,洛陽女兒行
侍,女,金,盤,鱠,鯉,魚,王維,洛陽女兒行
畫,閣,朱,樓,盡,相,望,王維,洛陽女兒行
紅,桃,綠,柳,垂,簷,向,王維,洛陽女兒行
羅,幃,送,上,七,香,車,王維,洛陽女兒行
寶,扇,迎,歸,九,華,帳,王維,洛陽女兒行
狂,夫,富,貴,在,青,春,王維,洛陽女兒行
意,氣,驕,奢,劇,季,倫,王維,洛陽女兒行
自,憐,碧,玉,親,教,舞,王維,洛陽女兒行
不,惜,珊,瑚,持,與,人,王維,洛陽女兒行
春,窗,曙,滅,九,微,火,王維,洛陽女兒行
九,微,片,片,飛,花,璅,王維,洛陽女兒行
戲,罷,曾,無,理,曲,時,王維,洛陽女兒行
妝,成,秪,是,薰,香,坐,王維,洛陽女兒行
城,中,相,識,盡,繁,華,王維,洛陽女兒行
日,夜,經,過,趙,李,家,王維,洛陽女兒行
誰,憐,越,女,顏,如,玉,王維,洛陽女兒行
貧,賤,江,頭,自,浣,紗,王維,洛陽女兒行
山,石,犖,確,行,徑,微,韓愈,山石
黃,昏,到,寺,蝙,蝠,飛,韓愈,山石
升,堂,坐,階,新,雨,足,韓愈,山石
芭,蕉,葉,大,支,子,肥,韓愈,山石
僧,言,古,壁,佛,畫,好,韓愈,山石
以,火,來,照,所,見,稀,韓愈,山石
鋪,牀,拂,席,置,羹,飯,韓愈,山石
疎,糲,亦,足,飽,我,飢,韓愈,山石
夜,深,靜,臥,百,蟲,絕,韓愈,山石
清,月,出,嶺,光,入,扉,韓愈,山石
天,明,獨,去,無,道,路,韓愈,山石
出,入,高,下,窮,煙,霏,韓愈,山石
山,紅,澗,碧,紛,爛,漫,韓愈,山石
時,見,松,櫪,皆,十,圍,韓愈,山石
當,流,赤,足,蹋,澗,石,韓愈,山石
水,聲,激,激,風,吹,衣,韓愈,山石
人,生,如,此,自,可,樂,韓愈,山石
豈,必,局,束,爲,人,鞿,韓愈,山石
嗟,哉,吾,黨,二,三,子,韓愈,山石
安,得,至,老,不,更,歸,韓愈,山石
纖,雲,四,卷,天,無,河,韓愈,八月十五夜贈張功曹
清,風,吹,空,月,舒,波,韓愈,八月十五夜贈張功曹
沙,平,水,息,聲,影,絕,韓愈,八月十五夜贈張功曹
一,桮,相,屬,君,當,歌,韓愈,八月十五夜贈張功曹
君,歌,聲,酸,辭,且,苦,韓愈,八月十五夜贈張功曹
不,能,聽,終,淚,如,雨,韓愈,八月十五夜贈張功曹
洞,庭,連,天,九,疑,高,韓愈,八月十五夜贈張功曹
蛟,龍,出,沒,猩,鼯,號,韓愈,八月十五夜贈張功曹
十,生,九,死,到,官,所,韓愈,八月十五夜贈張功曹
幽,居,默,默,如,藏,逃,韓愈,八月十五夜贈張功曹
下,牀,畏,蛇,食,畏,藥,韓愈,八月十五夜贈張功曹
海,氣,濕,蟄,熏,腥,臊,韓愈,八月十五夜贈張功曹
昨,者,州,前,搥,大,鼓,韓愈,八月十五夜贈張功曹
嗣,皇,繼,聖,登,夔,臯,韓愈,八月十五夜贈張功曹
赦,書,一,日,行,萬,里,韓愈,八月十五夜贈張功曹
罪,從,大,辟,皆,除,死,韓愈,八月十五夜贈張功曹
遷,者,追,廻,流,者,還,韓愈,八月十五夜贈張功曹
滌,瑕,蕩,垢,清,朝,班,韓愈,八月十五夜贈張功曹
州,家,申,名,使,家,抑,韓愈,八月十五夜贈張功曹
坎,軻,祗,得,移,荆,蠻,韓愈,八月十五夜贈張功曹
判,司,卑,官,不,堪,說,韓愈,八月十五夜贈張功曹
未,免,捶,楚,塵,埃,間,韓愈,八月十五夜贈張功曹
同,時,輩,流,多,上,道,韓愈,八月十五夜贈張功曹
天,路,幽,險,難,追,攀,韓愈,八月十五夜贈張功曹
君,歌,且,休,聽,我,歌,韓愈,八月十五夜贈張功曹
我,歌,今,與,君,殊,科,韓愈,八月十五夜贈張功曹
五,嶽,祭,秩,皆,三,公,韓愈,謁衡嶽廟遂宿嶽寺題門樓
四,方,環,鎮,嵩,當,中,韓愈,謁衡嶽廟遂宿嶽寺題門樓
火,維,地,荒,足,妖,怪,韓愈,謁衡嶽廟遂宿嶽寺題門樓
天,假,神,柄,專,其,雄,韓愈,謁衡嶽廟遂宿嶽寺題門樓
噴,雲,泄,霧,藏,半,腹,韓愈,謁衡嶽廟遂宿嶽寺題門樓
雖,有,絕,頂,誰,能,窮,韓愈,謁衡嶽廟遂宿嶽寺題門樓
我,來,正,逢,秋,雨,節,韓愈,謁衡嶽廟遂宿嶽寺題門樓
陰,氣,晦,昧,無,清,風,韓愈,謁衡嶽廟遂宿嶽寺題門樓
潛,心,默,禱,若,有,應,韓愈,謁衡嶽廟遂宿嶽寺題門樓
豈,非,正,直,能,感,通,韓愈,謁衡嶽廟遂宿嶽寺題門樓
須,臾,靜,掃,衆,峰,出,韓愈,謁衡嶽廟遂宿嶽寺題門樓
仰,見,突,兀,撐,青,空,韓愈,謁衡嶽廟遂宿嶽寺題門樓
紫,蓋,連,延,接,天,柱,韓愈,謁衡嶽廟遂宿嶽寺題門樓
石,廩,騰,擲,堆,祝,融,韓愈,謁衡嶽廟遂宿嶽寺題門樓
森,然,魄,動,下,馬,拜,韓愈,謁衡嶽廟遂宿嶽寺題門樓
松,柏,一,逕,趨,靈,宮,韓愈,謁衡嶽廟遂宿嶽寺題門樓
粉,牆,丹,柱,動,光,彩,韓愈,謁衡嶽廟遂宿嶽寺題門樓
鬼,物,圖,畫,填,青,紅,韓愈,謁衡嶽廟遂宿嶽寺題門樓
升,階,傴,僂,薦,脯,酒,韓愈,謁衡嶽廟遂宿嶽寺題門樓
欲,以,菲,薄,明,其,衷,韓愈,謁衡嶽廟遂宿嶽寺題門樓
廟,令,老,人,識,神,意,韓愈,謁衡嶽廟遂宿嶽寺題門樓
睢,盱,偵,伺,能,鞠,躬,韓愈,謁衡嶽廟遂宿嶽寺題門樓
手,持,桮,珓,導,我,擲,韓愈,謁衡嶽廟遂宿嶽寺題門樓
云,此,最,吉,餘,難,同,韓愈,謁衡嶽廟遂宿嶽寺題門樓
竄,逐,蠻,荒,幸,不,死,韓愈,謁衡嶽廟遂宿嶽寺題門樓
衣,食,纔,足,甘,長,終,韓愈,謁衡嶽廟遂宿嶽寺題門樓
侯,王,將,相,望,久,絕,韓愈,謁衡嶽廟遂宿嶽寺題門樓
