one,two,three,four,five,six,seven,author,title
神,縱,欲,福,難,爲,功,韓愈,謁衡嶽廟遂宿嶽寺題門樓
夜,投,佛,寺,上,高,閣,韓愈,謁衡嶽廟遂宿嶽寺題門樓
星,月,掩,暎,雲,朣,朧,韓愈,謁衡嶽廟遂宿嶽寺題門樓
猿,鳴,鐘,動,不,知,曙,韓愈,謁衡嶽廟遂宿嶽寺題門樓
杲,杲,寒,日,生,於,東,韓愈,謁衡嶽廟遂宿嶽寺題門樓
碧,闌,干,外,繡,簾,垂,韓偓,已涼
猩,血,屏,風,畫,折,枝,韓偓,已涼
八,尺,龍,鬚,方,錦,褥,韓偓,已涼
已,涼,天,氣,未,寒,時,韓偓,已涼
洞,房,昨,夜,停,紅,燭,朱慶餘,近試上張籍水部
待,曉,堂,前,拜,舅,姑,朱慶餘,近試上張籍水部
畫,眉,深,淺,入,時,無,朱慶餘,近試上張籍水部
清,時,有,味,是,無,能,杜牧,將赴吳興登樂遊原一絕
閑,愛,孤,雲,靜,愛,僧,杜牧,將赴吳興登樂遊原一絕
欲,把,一,麾,江,海,去,杜牧,將赴吳興登樂遊原一絕
樂,遊,原,上,望,昭,陵,杜牧,將赴吳興登樂遊原一絕
折,戟,沈,沙,鐵,未,銷,杜牧,赤壁
自,將,磨,洗,認,前,朝,杜牧,赤壁
東,風,不,與,周,郎,便,杜牧,赤壁
銅,雀,春,深,鏁,二,喬,杜牧,赤壁
煙,籠,寒,水,月,籠,沙,杜牧,泊秦淮
夜,泊,秦,淮,近,酒,家,杜牧,泊秦淮
商,女,不,知,亡,國,恨,杜牧,泊秦淮
隔,江,猶,唱,後,庭,花,杜牧,泊秦淮
娉,娉,褭,褭,十,三,餘,杜牧,贈別二首 一
豆,蔻,梢,頭,二,月,初,杜牧,贈別二首 一
春,風,十,里,揚,州,路,杜牧,贈別二首 一
卷,上,珠,簾,總,不,如,杜牧,贈別二首 一
多,情,却,似,總,無,情,杜牧,贈別二首 二
唯,覺,尊,前,笑,不,成,杜牧,贈別二首 二
蠟,燭,有,心,還,惜,別,杜牧,贈別二首 二
替,人,垂,淚,到,天,明,杜牧,贈別二首 二
落,魄,江,南,載,酒,行,杜牧,遣懷
楚,腰,腸,斷,掌,中,輕,杜牧,遣懷
十,年,一,覺,揚,州,夢,杜牧,遣懷
贏,得,青,樓,薄,倖,名,杜牧,遣懷
紅,燭,秋,光,冷,畫,屏,杜牧,秋夕
輕,羅,小,扇,撲,流,螢,杜牧,秋夕
天,階,夜,色,涼,如,水,杜牧,秋夕
坐,看,牽,牛,織,女,星,杜牧,秋夕
繁,華,事,散,逐,香,塵,杜牧,金谷園
流,水,無,情,草,自,春,杜牧,金谷園
日,暮,東,風,怨,啼,鳥,杜牧,金谷園
落,花,猶,似,墮,樓,人,杜牧,金谷園
別,夢,依,依,到,謝,家,張泌,寄人 一
小,廊,迴,合,曲,闌,斜,張泌,寄人 一
多,情,只,有,春,庭,月,張泌,寄人 一
猶,爲,離,人,照,落,花,張泌,寄人 一
誓,掃,匈,奴,不,顧,身,陳陶,隴西行四首 二
五,千,貂,錦,喪,胡,塵,陳陶,隴西行四首 二
可,憐,無,定,河,邊,骨,陳陶,隴西行四首 二
猶,是,春,閨,夢,裏,人,陳陶,隴西行四首 二
淚,濕,羅,巾,夢,不,成,白居易,後宮詞
夜,深,前,殿,按,歌,聲,白居易,後宮詞
紅,顏,未,老,恩,先,斷,白居易,後宮詞
斜,倚,薰,籠,坐,到,明,白居易,後宮詞
回,樂,峰,前,沙,似,雪,李益,夜上受降城聞笛
受,降,城,下,月,如,霜,李益,夜上受降城聞笛
不,知,何,處,吹,蘆,管,李益,夜上受降城聞笛
一,夜,征,人,盡,望,鄉,李益,夜上受降城聞笛
生,涯,豈,料,承,優,詔,劉長卿,江州重別薛六柳八二員外
世,事,空,知,學,醉,歌,劉長卿,江州重別薛六柳八二員外
江,上,月,明,胡,鴈,過,劉長卿,江州重別薛六柳八二員外
淮,南,木,落,楚,山,多,劉長卿,江州重別薛六柳八二員外
寄,身,且,喜,滄,洲,近,劉長卿,江州重別薛六柳八二員外
顧,影,無,如,白,髮,何,劉長卿,江州重別薛六柳八二員外
今,日,龍,鍾,人,共,棄,劉長卿,江州重別薛六柳八二員外
媿,君,猶,遣,慎,風,波,劉長卿,江州重別薛六柳八二員外
三,年,謫,宦,此,棲,遲,劉長卿,長沙過賈誼宅
萬,古,惟,留,楚,客,悲,劉長卿,長沙過賈誼宅
秋,草,獨,尋,人,去,後,劉長卿,長沙過賈誼宅
寒,林,空,見,日,斜,時,劉長卿,長沙過賈誼宅
漢,文,有,道,恩,猶,薄,劉長卿,長沙過賈誼宅
湘,水,無,情,弔,豈,知,劉長卿,長沙過賈誼宅
寂,寂,江,山,搖,落,處,劉長卿,長沙過賈誼宅
憐,君,何,事,到,天,涯,劉長卿,長沙過賈誼宅
楚,客,相,思,益,渺,然,劉長卿,自夏口至鸚鵡洲夕望岳陽寄源中丞
漢,口,夕,陽,斜,渡,鳥,劉長卿,自夏口至鸚鵡洲夕望岳陽寄源中丞
洞,庭,秋,水,遠,連,天,劉長卿,自夏口至鸚鵡洲夕望岳陽寄源中丞
孤,城,背,嶺,寒,吹,角,劉長卿,自夏口至鸚鵡洲夕望岳陽寄源中丞
獨,戍,臨,江,夜,泊,船,劉長卿,自夏口至鸚鵡洲夕望岳陽寄源中丞
賈,誼,上,書,憂,漢,室,劉長卿,自夏口至鸚鵡洲夕望岳陽寄源中丞
長,沙,謫,去,古,今,憐,劉長卿,自夏口至鸚鵡洲夕望岳陽寄源中丞
鶯,啼,燕,語,報,新,年,劉長卿,賦得
馬,邑,龍,堆,路,幾,千,劉長卿,賦得
家,住,層,城,臨,漢,苑,劉長卿,賦得
機,中,錦,字,論,長,恨,劉長卿,賦得
樓,上,花,枝,笑,獨,眠,劉長卿,賦得
爲,問,元,戎,竇,車,騎,劉長卿,賦得
何,時,返,斾,勒,燕,然,劉長卿,賦得
漢,文,皇,帝,有,高,臺,崔曙,九日登望仙臺呈劉明府容
此,日,登,臨,曙,色,開,崔曙,九日登望仙臺呈劉明府容
三,晉,雲,山,皆,北,向,崔曙,九日登望仙臺呈劉明府容
二,陵,風,雨,自,東,來,崔曙,九日登望仙臺呈劉明府容
關,門,令,尹,誰,能,識,崔曙,九日登望仙臺呈劉明府容
河,上,仙,翁,去,不,回,崔曙,九日登望仙臺呈劉明府容
且,欲,近,尋,彭,澤,宰,崔曙,九日登望仙臺呈劉明府容
陶,然,共,醉,菊,花,杯,崔曙,九日登望仙臺呈劉明府容
葡,萄,美,酒,夜,光,杯,王翰,涼州詞二首 一
欲,飲,琵,琶,馬,上,催,王翰,涼州詞二首 一
醉,臥,沙,場,君,莫,笑,王翰,涼州詞二首 一
古,來,征,戰,幾,人,回,王翰,涼州詞二首 一
山,寺,鐘,鳴,晝,已,昏,孟浩然,夜歸鹿門山歌
漁,梁,渡,頭,爭,渡,喧,孟浩然,夜歸鹿門山歌
人,隨,沙,路,向,江,村,孟浩然,夜歸鹿門山歌
余,亦,乘,舟,歸,鹿,門,孟浩然,夜歸鹿門山歌
鹿,門,月,照,開,煙,樹,孟浩然,夜歸鹿門山歌
忽,到,龐,公,棲,隱,處,孟浩然,夜歸鹿門山歌
巖,扉,松,徑,長,寂,寥,孟浩然,夜歸鹿門山歌
惟,有,幽,人,夜,來,去,孟浩然,夜歸鹿門山歌
爾,來,四,萬,八,千,歲,李白,蜀道難
不,與,秦,塞,通,人,煙,李白,蜀道難
西,當,太,白,有,鳥,道,李白,蜀道難
可,以,橫,絕,峨,眉,巔,李白,蜀道難
地,崩,山,摧,壯,士,死,李白,蜀道難
猨,猱,欲,度,愁,攀,援,李白,蜀道難
百,步,九,折,縈,巖,巒,李白,蜀道難
捫,參,歷,井,仰,脅,息,李白,蜀道難
以,手,撫,膺,坐,長,歎,李白,蜀道難
問,君,西,遊,何,時,還,李白,蜀道難
畏,途,巉,巖,不,可,攀,李白,蜀道難
但,見,悲,鳥,號,古,木,李白,蜀道難
雄,飛,雌,從,繞,林,間,李白,蜀道難
又,聞,子,規,啼,夜,月,李白,蜀道難
使,人,聽,此,凋,朱,顏,李白,蜀道難
連,峯,去,天,不,盈,尺,李白,蜀道難
枯,松,倒,挂,倚,絕,壁,李白,蜀道難
飛,湍,瀑,流,爭,喧,豗,李白,蜀道難
砅,厓,轉,石,萬,壑,雷,李白,蜀道難
劒,閣,崢,嶸,而,崔,嵬,李白,蜀道難
側,身,西,望,長,咨,嗟,李白,蜀道難
奔,流,到,海,不,復,迴,李白,將進酒
朝,如,青,絲,暮,成,雪,李白,將進酒
人,生,得,意,須,盡,歡,李白,將進酒
莫,使,金,樽,空,對,月,李白,將進酒
天,生,我,材,必,有,用,李白,將進酒
千,金,散,盡,還,復,來,李白,將進酒
烹,羊,宰,牛,且,爲,樂,李白,將進酒
會,須,一,飲,三,百,盃,李白,將進酒
請,君,爲,我,側,耳,聽,李白,將進酒
鐘,鼓,饌,玉,不,足,貴,李白,將進酒
但,願,長,醉,不,願,醒,李白,將進酒
古,來,聖,賢,皆,寂,寞,李白,將進酒
惟,有,飲,者,留,其,名,李白,將進酒
陳,王,昔,時,宴,平,樂,李白,將進酒
斗,酒,十,千,恣,讙,謔,李白,將進酒
主,人,何,爲,言,少,錢,李白,將進酒
徑,須,沽,取,對,君,酌,李白,將進酒
呼,兒,將,出,換,美,酒,李白,將進酒
與,爾,同,銷,萬,古,愁,李白,將進酒
雲,開,遠,見,漢,陽,城,盧綸,晚次鄂州
猶,是,孤,帆,一,日,程,盧綸,晚次鄂州
估,客,晝,眠,知,浪,靜,盧綸,晚次鄂州
舟,人,夜,語,覺,潮,生,盧綸,晚次鄂州
三,湘,衰,鬢,逢,秋,色,盧綸,晚次鄂州
萬,里,歸,心,對,月,明,盧綸,晚次鄂州
舊,業,已,隨,征,戰,盡,盧綸,晚次鄂州
更,堪,江,上,鼓,鼙,聲,盧綸,晚次鄂州
渭,水,自,縈,秦,塞,曲,王維,奉和聖製從蓬萊向興慶閣道中留春雨中春望之作應制
黃,山,舊,遶,漢,宮,斜,王維,奉和聖製從蓬萊向興慶閣道中留春雨中春望之作應制
鑾,輿,迥,出,千,門,柳,王維,奉和聖製從蓬萊向興慶閣道中留春雨中春望之作應制
閣,道,廻,看,上,苑,花,王維,奉和聖製從蓬萊向興慶閣道中留春雨中春望之作應制
雲,裏,帝,城,雙,鳳,闕,王維,奉和聖製從蓬萊向興慶閣道中留春雨中春望之作應制
雨,中,春,樹,萬,人,家,王維,奉和聖製從蓬萊向興慶閣道中留春雨中春望之作應制
爲,乘,陽,氣,行,時,令,王維,奉和聖製從蓬萊向興慶閣道中留春雨中春望之作應制
不,是,宸,遊,玩,物,華,王維,奉和聖製從蓬萊向興慶閣道中留春雨中春望之作應制
絳,幘,雞,人,送,曉,籌,王維,和賈舍人早朝大明宮之作
尚,衣,方,進,翠,雲,裘,王維,和賈舍人早朝大明宮之作
九,天,閶,闔,開,宮,殿,王維,和賈舍人早朝大明宮之作
萬,國,衣,冠,拜,冕,旒,王維,和賈舍人早朝大明宮之作
日,色,纔,臨,仙,掌,動,王維,和賈舍人早朝大明宮之作
香,煙,欲,傍,衮,龍,浮,王維,和賈舍人早朝大明宮之作
朝,罷,須,裁,五,色,詔,王維,和賈舍人早朝大明宮之作
佩,聲,歸,向,鳳,池,頭,王維,和賈舍人早朝大明宮之作
洞,門,高,閣,靄,餘,輝,王維,酬郭給事
桃,李,陰,陰,柳,絮,飛,王維,酬郭給事
禁,裏,疎,鐘,官,舍,晚,王維,酬郭給事
省,中,啼,鳥,吏,人,稀,王維,酬郭給事
晨,搖,玉,佩,趨,金,殿,王維,酬郭給事
夕,奉,天,書,拜,瑣,闈,王維,酬郭給事
強,欲,從,君,無,那,老,王維,酬郭給事
將,因,臥,病,解,朝,衣,王維,酬郭給事
積,雨,空,林,煙,火,遲,王維,積雨輞川莊作
蒸,藜,炊,黍,餉,東,菑,王維,積雨輞川莊作
漠,漠,水,田,飛,白,鷺,王維,積雨輞川莊作
陰,陰,夏,木,囀,黃,鸝,王維,積雨輞川莊作
山,中,習,靜,觀,朝,槿,王維,積雨輞川莊作
松,下,清,齋,折,露,葵,王維,積雨輞川莊作
野,老,與,人,爭,席,罷,王維,積雨輞川莊作
海,鷗,何,事,更,相,疑,王維,積雨輞川莊作
獨,在,異,鄉,爲,異,客,王維,九月九日憶山東兄弟
每,逢,佳,節,倍,思,親,王維,九月九日憶山東兄弟
遙,知,兄,弟,登,高,處,王維,九月九日憶山東兄弟
遍,插,茱,萸,少,一,人,王維,九月九日憶山東兄弟
渭,城,朝,雨,浥,輕,塵,王維,渭城曲
客,舍,青,青,楊,柳,春,王維,渭城曲
勸,君,更,盡,一,杯,酒,王維,渭城曲
西,出,陽,關,無,故,人,王維,渭城曲
直,[,上,],三,十,里,丘爲,尋西山隱者不遇
昔,人,已,乘,白,雲,去,崔顥,黃鶴樓
此,地,空,餘,黃,鶴,樓,崔顥,黃鶴樓
黃,鶴,一,去,不,復,返,崔顥,黃鶴樓
白,雲,千,載,空,悠,悠,崔顥,黃鶴樓
晴,川,歷,歷,漢,陽,樹,崔顥,黃鶴樓
春,草,萋,萋,鸚,鵡,洲,崔顥,黃鶴樓
日,暮,鄉,關,何,處,是,崔顥,黃鶴樓
煙,波,江,上,使,人,愁,崔顥,黃鶴樓
岧,嶤,太,華,俯,咸,京,崔顥,行經華陰
天,外,三,峰,削,不,成,崔顥,行經華陰
武,帝,祠,前,雲,欲,散,崔顥,行經華陰
仙,人,掌,上,雨,初,晴,崔顥,行經華陰
河,山,北,枕,秦,關,險,崔顥,行經華陰
驛,樹,西,連,漢,畤,平,崔顥,行經華陰
借,問,路,傍,名,利,客,崔顥,行經華陰
無,如,此,處,學,長,生,崔顥,行經華陰
燕,臺,一,望,客,心,驚,祖詠,望薊門
簫,鼓,喧,喧,漢,將,營,祖詠,望薊門
萬,里,寒,光,生,積,雪,祖詠,望薊門
三,邊,曙,色,動,危,旌,祖詠,望薊門
沙,場,烽,火,連,胡,月,祖詠,望薊門
海,畔,雲,山,擁,薊,城,祖詠,望薊門
少,小,雖,非,投,筆,吏,祖詠,望薊門
論,功,還,欲,請,長,纓,祖詠,望薊門
白,日,登,山,望,烽,火,李頎,古從軍行
黃,昏,飲,馬,傍,交,河,李頎,古從軍行
行,人,刁,斗,風,沙,暗,李頎,古從軍行
公,主,琵,琶,幽,怨,多,李頎,古從軍行
野,雲,萬,里,無,城,郭,李頎,古從軍行
雨,雪,紛,紛,連,大,漠,李頎,古從軍行
胡,鴈,哀,鳴,夜,夜,飛,李頎,古從軍行
胡,兒,眼,淚,雙,雙,落,李頎,古從軍行
聞,道,玉,門,猶,被,遮,李頎,古從軍行
應,將,性,命,逐,輕,車,李頎,古從軍行
年,年,戰,骨,埋,荒,外,李頎,古從軍行
空,見,蒲,桃,入,漢,家,李頎,古從軍行
主,人,有,酒,歡,今,夕,李頎,琴歌
請,奏,鳴,琴,廣,陵,客,李頎,琴歌
月,照,城,頭,烏,半,飛,李頎,琴歌
霜,淒,萬,樹,風,入,衣,李頎,琴歌
銅,鑪,華,燭,燭,增,輝,李頎,琴歌
初,彈,淥,水,後,楚,妃,李頎,琴歌
一,聲,已,動,物,皆,靜,李頎,琴歌
四,座,無,言,星,欲,稀,李頎,琴歌
清,淮,奉,使,千,餘,里,李頎,琴歌
敢,告,雲,山,從,此,始,李頎,琴歌
四,月,南,風,大,麥,黃,李頎,送陳章甫
棗,花,未,落,桐,陰,長,李頎,送陳章甫
青,山,朝,別,暮,還,見,李頎,送陳章甫
嘶,馬,出,門,思,舊,鄉,李頎,送陳章甫
陳,侯,立,身,何,坦,蕩,李頎,送陳章甫
虬,鬚,虎,眉,仍,大,顙,李頎,送陳章甫
腹,中,貯,書,一,萬,卷,李頎,送陳章甫
不,肯,低,頭,在,草,莽,李頎,送陳章甫
東,門,酤,酒,飲,我,曹,李頎,送陳章甫
心,輕,萬,事,皆,鴻,毛,李頎,送陳章甫
醉,臥,不,知,白,日,暮,李頎,送陳章甫
有,時,空,望,孤,雲,高,李頎,送陳章甫
長,河,浪,頭,連,天,黑,李頎,送陳章甫
津,口,停,舟,渡,不,得,李頎,送陳章甫
鄭,國,遊,人,未,及,家,李頎,送陳章甫
洛,陽,行,子,空,歎,息,李頎,送陳章甫
聞,道,故,林,相,識,多,李頎,送陳章甫
罷,官,昨,日,今,如,何,李頎,送陳章甫
南,山,截,竹,爲,觱,篥,李頎,聽安萬善吹觱篥歌
此,樂,本,自,龜,茲,出,李頎,聽安萬善吹觱篥歌
流,傳,漢,地,曲,轉,奇,李頎,聽安萬善吹觱篥歌
涼,州,胡,人,爲,我,吹,李頎,聽安萬善吹觱篥歌
傍,鄰,聞,者,多,歎,息,李頎,聽安萬善吹觱篥歌
遠,客,思,鄉,皆,淚,垂,李頎,聽安萬善吹觱篥歌
世,人,解,聽,不,解,賞,李頎,聽安萬善吹觱篥歌
長,飆,風,中,自,來,往,李頎,聽安萬善吹觱篥歌
枯,桑,老,柏,寒,颼,飀,李頎,聽安萬善吹觱篥歌
九,雛,鳴,鳳,亂,啾,啾,李頎,聽安萬善吹觱篥歌
龍,吟,虎,嘯,一,時,發,李頎,聽安萬善吹觱篥歌
萬,籟,百,泉,相,與,秋,李頎,聽安萬善吹觱篥歌
忽,然,更,作,漁,陽,摻,李頎,聽安萬善吹觱篥歌
黃,雲,蕭,條,白,日,暗,李頎,聽安萬善吹觱篥歌
變,調,如,聞,楊,柳,春,李頎,聽安萬善吹觱篥歌
上,林,繁,花,照,眼,新,李頎,聽安萬善吹觱篥歌
歲,夜,高,堂,列,明,燭,李頎,聽安萬善吹觱篥歌
美,酒,一,杯,聲,一,曲,李頎,聽安萬善吹觱篥歌
黃,雲,隴,底,白,雪,飛,李頎,古意
未,得,報,恩,不,能,歸,李頎,古意
遼,東,小,婦,年,十,五,李頎,古意
慣,彈,琵,琶,解,歌,舞,李頎,古意
今,爲,羗,笛,出,塞,聲,李頎,古意
使,我,三,軍,淚,如,雨,李頎,古意
蔡,女,昔,造,胡,笳,聲,李頎,聽董大彈胡笳聲兼寄語弄房給事
一,彈,一,十,有,八,拍,李頎,聽董大彈胡笳聲兼寄語弄房給事
胡,人,落,淚,沾,邊,草,李頎,聽董大彈胡笳聲兼寄語弄房給事
漢,使,斷,腸,對,歸,客,李頎,聽董大彈胡笳聲兼寄語弄房給事
古,戍,蒼,蒼,烽,火,寒,李頎,聽董大彈胡笳聲兼寄語弄房給事
大,荒,沈,沈,飛,雪,白,李頎,聽董大彈胡笳聲兼寄語弄房給事
先,拂,商,弦,後,角,羽,李頎,聽董大彈胡笳聲兼寄語弄房給事
四,郊,秋,葉,驚,摵,摵,李頎,聽董大彈胡笳聲兼寄語弄房給事
深,山,竊,聽,來,妖,精,李頎,聽董大彈胡笳聲兼寄語弄房給事
言,遲,更,速,皆,應,手,李頎,聽董大彈胡笳聲兼寄語弄房給事
將,往,復,旋,如,有,情,李頎,聽董大彈胡笳聲兼寄語弄房給事
空,山,百,鳥,散,還,合,李頎,聽董大彈胡笳聲兼寄語弄房給事
萬,里,浮,雲,陰,且,晴,李頎,聽董大彈胡笳聲兼寄語弄房給事
嘶,酸,雛,鴈,失,羣,夜,李頎,聽董大彈胡笳聲兼寄語弄房給事
斷,絕,胡,兒,戀,母,聲,李頎,聽董大彈胡笳聲兼寄語弄房給事
烏,孫,部,落,家,鄉,遠,李頎,聽董大彈胡笳聲兼寄語弄房給事
邏,娑,沙,塵,哀,怨,生,李頎,聽董大彈胡笳聲兼寄語弄房給事
幽,音,變,調,忽,飄,灑,李頎,聽董大彈胡笳聲兼寄語弄房給事
長,風,吹,林,雨,墮,瓦,李頎,聽董大彈胡笳聲兼寄語弄房給事
迸,泉,颯,颯,飛,木,末,李頎,聽董大彈胡笳聲兼寄語弄房給事
野,鹿,呦,呦,走,堂,下,李頎,聽董大彈胡笳聲兼寄語弄房給事
長,安,城,連,東,掖,垣,李頎,聽董大彈胡笳聲兼寄語弄房給事
鳳,凰,池,對,青,瑣,門,李頎,聽董大彈胡笳聲兼寄語弄房給事
高,才,脫,略,名,與,利,李頎,聽董大彈胡笳聲兼寄語弄房給事
日,夕,望,君,抱,琴,至,李頎,聽董大彈胡笳聲兼寄語弄房給事
朝,聞,遊,子,唱,離,歌,李頎,送魏萬之京
昨,夜,微,霜,初,渡,河,李頎,送魏萬之京
鴻,鴈,不,堪,愁,裏,聽,李頎,送魏萬之京
雲,山,況,是,客,中,過,李頎,送魏萬之京
關,城,樹,色,催,寒,近,李頎,送魏萬之京
御,苑,砧,聲,向,晚,多,李頎,送魏萬之京
莫,見,長,安,行,樂,處,李頎,送魏萬之京
空,令,歲,月,易,蹉,跎,李頎,送魏萬之京
秦,時,明,月,漢,時,關,王昌齡,出塞二首 一
萬,里,長,征,人,未,還,王昌齡,出塞二首 一
但,使,龍,城,飛,將,在,王昌齡,出塞二首 一
不,教,胡,馬,度,陰,山,王昌齡,出塞二首 一
昨,夜,風,開,露,井,桃,王昌齡,春宮曲
未,央,前,殿,月,輪,高,王昌齡,春宮曲
平,陽,歌,舞,新,承,寵,王昌齡,春宮曲
簾,外,春,寒,賜,錦,袍,王昌齡,春宮曲
閨,中,少,婦,不,曾,愁,王昌齡,閨怨
春,日,凝,妝,上,翠,樓,王昌齡,閨怨
忽,見,陌,頭,楊,柳,色,王昌齡,閨怨
悔,教,夫,壻,覓,封,侯,王昌齡,閨怨
寒,雨,連,天,夜,入,湖,王昌齡,芙蓉樓送辛漸二首 一
平,明,送,客,楚,山,孤,王昌齡,芙蓉樓送辛漸二首 一
洛,陽,親,友,如,相,問,王昌齡,芙蓉樓送辛漸二首 一
一,片,冰,心,在,玉,壺,王昌齡,芙蓉樓送辛漸二首 一
雲,想,衣,裳,花,想,容,李白,清平調 一
春,風,拂,檻,露,華,濃,李白,清平調 一
若,非,羣,玉,山,頭,見,李白,清平調 一
會,向,瑤,臺,月,下,逢,李白,清平調 一
一,枝,紅,豔,露,凝,香,李白,清平調 二
雲,雨,巫,山,枉,斷,腸,李白,清平調 二
借,問,漢,宮,誰,得,似,李白,清平調 二
可,憐,飛,燕,倚,新,妝,李白,清平調 二
名,花,傾,國,兩,相,歡,李白,清平調 三
常,得,君,王,帶,笑,看,李白,清平調 三
解,得,春,風,無,限,恨,李白,清平調 三
沈,香,亭,北,倚,闌,干,李白,清平調 三
少,小,離,家,老,大,回,黄拱,還鄉偶書  其二
鄉,音,難,改,鬢,毛,衰,黄拱,還鄉偶書  其二
兒,童,相,見,不,相,識,黄拱,還鄉偶書  其二
借,問,客,從,何,處,來,黄拱,還鄉偶書  其二
漢,皇,重,色,思,傾,國,白居易,長恨歌
御,宇,多,年,求,不,得,白居易,長恨歌
楊,家,有,女,初,長,成,白居易,長恨歌
養,在,深,閨,人,未,識,白居易,長恨歌
天,生,麗,質,難,自,棄,白居易,長恨歌
一,朝,選,在,君,王,側,白居易,長恨歌
回,眸,一,笑,百,媚,生,白居易,長恨歌
六,宮,粉,黛,無,顏,色,白居易,長恨歌
春,寒,賜,浴,華,清,池,白居易,長恨歌
溫,泉,水,滑,洗,凝,脂,白居易,長恨歌
侍,兒,扶,起,嬌,無,力,白居易,長恨歌
始,是,新,承,恩,澤,時,白居易,長恨歌
雲,鬢,花,顏,金,步,搖,白居易,長恨歌
芙,蓉,帳,暖,度,春,宵,白居易,長恨歌
春,宵,苦,短,日,高,起,白居易,長恨歌
從,此,君,王,不,早,朝,白居易,長恨歌
承,歡,侍,宴,無,閑,暇,白居易,長恨歌
春,從,春,遊,夜,專,夜,白居易,長恨歌
後,宮,佳,麗,三,千,人,白居易,長恨歌
三,千,寵,愛,在,一,身,白居易,長恨歌
金,屋,妝,成,嬌,侍,夜,白居易,長恨歌
玉,樓,宴,罷,醉,和,春,白居易,長恨歌
姊,妹,弟,兄,皆,列,土,白居易,長恨歌
可,憐,光,彩,生,門,戶,白居易,長恨歌
遂,令,天,下,父,母,心,白居易,長恨歌
不,重,生,男,重,生,女,白居易,長恨歌
驪,宮,高,處,入,青,雲,白居易,長恨歌
仙,樂,風,飄,處,處,聞,白居易,長恨歌
緩,歌,慢,舞,凝,絲,竹,白居易,長恨歌
盡,日,君,王,看,不,足,白居易,長恨歌
漁,陽,鞞,鼓,動,地,來,白居易,長恨歌
驚,破,霓,裳,羽,衣,曲,白居易,長恨歌
九,重,城,闕,煙,塵,生,白居易,長恨歌
千,乘,萬,騎,西,南,行,白居易,長恨歌
